Name,Description,Models,Backend,Output
"`nvclip <https://github.com/NVIDIA-AI-IOT/inference_builder/tree/main/builder/samples/nvclip>`__","example of building inference microservices with TensorRT backend",NVCLIP,TensorRT,microservice

