Name,Description,Models,Backend,Output
"`changenet <https://github.com/NVIDIA-AI-IOT/inference_builder/tree/main/builder/samples/changenet>`__","example of building inference microservices with triton server",Visual ChangeNet,Triton/TensorRT,microservice

